战争	E1C9DC76-DBE2-4E97-BF02-CE73DDB531A7	117.182.1.154	12.1.1	iPhone9,1
战争	2CECD86F-B72E-4C19-BEAB-EF1063B2C5C7	106.118.133.173	12.3.1	iPhone10,2
战争	F528BB96-71DF-484E-B827-5561900003BD	27.9.202.52	12.2	iPhone10,2
战争	3BA0033A-FD52-402A-BC3A-E6B789649856	111.146.96.152	12.1.4	iPhone9,2
战争	2E809F76-11E6-4E31-B3FE-35EEE1EA81D6	183.200.186.165	12.1.4	iPhone9,1
战争	F21A9146-F049-4773-9536-00C96B0352B0	60.171.116.188	12.2	iPhone10,3
战争	CE948F46-A972-480F-B5E3-EEF7F9190336	113.104.1.106	12.1.4	iPhone10,3
战争	7ECD1DB3-501C-4E9A-8E19-9E2644093D15	115.215.34.170	12.1.2	iPhone10,1
战争	39578FB6-007F-49E5-B00D-DE883D3C9D8A	117.188.233.217	12.2	iPhone9,1
战争	51EE67A3-1DEA-4E9B-8A57-ED362EAB00E8	183.192.26.240	12.2	iPhone11,6
战争	6C33A076-1558-49C8-BB4C-76F2748EE2FC	60.190.207.98	12.2	iPhone9,1
战争	528BE83F-FFD4-4857-B00A-4AEDF05BB683	183.205.74.180	10.2.1	iPhone9,1
战争	10811235-B9EA-4675-83B0-B76869CE0D36	117.136.8.73	12.3	iPhone11,8
战争	973A7DF1-B204-45F8-9984-8F815946B0DF	118.134.48.192	12.0.1	iPhone10,2
战争	DA75DB4C-4770-41A0-B849-613722897C06	117.136.87.32	12.2	iPhone9,1
战争	D8953FE1-6186-46B6-ABE3-F4F07C871D1E	101.67.135.230	11.1.2	iPhone9,2
战争	B3BCAAA6-E73E-47F6-BF5F-57C37B86D4DB	119.35.6.206	12.1.2	iPhone9,2
战争	4E843ABE-1E69-4BCD-AF13-485C4DCC134A	223.96.59.215	12.3.1	iPhone11,8
战争	9935D83C-878C-41A5-A58F-AC9DE92EBEB1	183.234.36.142	12.2	iPhone9,2
战争	C5C29736-AC8A-4419-B892-0DB6C7D0F141	119.184.205.141	12.3.1	iPhone10,6
战争	0BDA772D-7956-4D0C-A704-CFAAD03C21BB	113.121.187.253	12.1.2	iPhone9,1
战争	EC38DCE7-AB7E-452F-8110-5673488EA52C	117.136.66.122	12.2	iPhone11,6
战争	023916DF-C357-41CF-91D5-A00057602215	112.39.112.1	12.3.1	iPhone10,3
战争	CBB9BE31-2E16-4366-A357-7121F0456C50	219.152.6.167	12.2	iPhone9,1
战争	54A8356E-42F5-490A-83DD-E51EEEEB917D	220.167.136.222	12.3.1	iPhone10,3
战争	0CD14987-99A0-4433-9B8B-176EF857781D	119.200.169.104	12.3	iPhone10,6
战争	180134A7-E8EC-4ED0-9CBB-A5736F1A879E	58.20.74.239	12.3.1	iPhone9,1
战争	BDFE4949-3B6A-4D3F-A0EA-D9985F9EFF83	42.224.205.234	12.2	iPhone9,2
战争	BB3B8F2E-8D6E-4649-96BD-F6A67EB96A32	39.79.145.85	12.2	iPhone9,2
战争	AB20F236-0E2A-4C61-9B9C-9740ADB43A11	61.242.54.13	12.2	iPhone9,2
战争	31353D89-8F24-47D8-A69A-5B23D1B226D7	58.252.76.100	12.1.2	iPhone10,3
战争	333F6F22-A837-487E-B899-C95947403D05	125.79.255.203	12.1.2	iPhone9,2
战争	95313B1F-4172-47AC-BBCE-FB366EF1DEB4	117.177.21.9	12.2	iPhone9,2
战争	A59E586E-F4A0-4044-B4C8-9A8103F0AC07	117.148.86.58	12.2	iPhone11,8
战争	012A9A0F-343F-409A-BC66-FBA3B39200D2	180.212.196.145	12.1.2	iPhone10,3
战争	E1F5EB85-99B9-4272-93E6-05640EF1019D	60.19.75.100	12.3.1	iPhone9,1
战争	21C1616C-7CC0-44D8-9197-BD78B2AA4C0B	58.221.212.226	10.3.3	iPhone9,1
战争	5FDA2C83-80D4-42BD-851E-166C9B5583B3	121.207.10.120	10.1	iPhone9,1
战争	2EA84878-F7D0-4E91-9BEB-BCC78D4BB9DF	27.156.237.47	12.3	iPhone10,4
战争	D2262F87-6D77-4150-ABD9-6057E588496A	183.250.39.213	12.1.2	iPhone9,2
战争	C95CAF43-ECD1-47DD-B41F-5A08B15479BE	111.30.220.86	11.3.1	iPhone10,3
战争	89FEF109-2793-4CFD-BEBC-4E73AA906F34	122.238.75.131	12.0.1	iPhone9,1
攻城掠地	40689DAC-8638-4F93-AA20-169A6F896D3F	117.136.68.148	12.1.4	iPhone9,2
攻城掠地	ED8FD403-0C05-49CE-8871-92C50E3D3FB9	183.97.246.158	12.2	iPhone9,4
攻城掠地	8C570C72-4C6C-475B-A6FC-5DE87F3DECEF	120.230.71.168	11.3	iPhone9,2
攻城掠地	BA1D318C-EECF-4C6D-8246-A8B9938954D1	223.104.246.194	12.2	iPhone10,1
攻城掠地	36A6840D-B225-4C5E-AB42-3F998127D73D	171.82.14.212	12.2	iPhone9,2
攻城掠地	2B9DE470-F3FA-44C3-B071-4231D04F5CF4	43.225.208.21	12.2	iPhone10,3
攻城掠地	10A08B81-5D5F-48CA-8F84-AB2655713071	183.156.41.119	12.3.1	iPhone10,1
攻城掠地	1470A855-A8CB-494F-833B-CA46D8F93BAF	183.226.14.164	12.2	iPhone10,3
攻城掠地	13FE7E7D-1A4E-4FB3-A637-B8E7260C6534	119.85.31.239	12.2	iPhone9,4
攻城掠地	8CED55BA-807B-4578-8A89-9BBAC6011CE2	27.31.16.227	12.3.1	iPhone11,2
攻城掠地	C518EEA3-868C-4D31-84E4-9871FAB46CF8	171.81.237.206	12.3.1	iPhone9,2
攻城掠地	E6154D61-5C9D-4753-956E-ED829298A1DA	113.104.64.155	12.2	iPhone9,4
攻城掠地	AD33E791-D8F5-49B1-863B-C99D8910AFA2	42.100.235.198	12.1.1	iPhone9,2
攻城掠地	0345C950-2813-4C4B-BE9C-63AAEA7C4D36	223.104.5.179	12.2	iPhone10,2
攻城掠地	53C1BDD1-E2ED-49EB-8CC5-E59F10F52FDD	119.130.101.79	12.3.1	iPhone10,3
攻城掠地	D02ED8F2-5826-47F3-9AA2-021639395B6D	116.21.181.198	12.2	iPhone9,2
攻城掠地	58B67E7A-5C08-4ACD-A350-525373255BC1	49.67.67.36	12.1.1	iPhone11,8
攻城掠地	92814F36-5F34-4730-97EE-9B621623CBAC	116.7.96.8	12.1	iPhone9,3
攻城掠地	EBB53FFD-C3F6-461D-805E-0E4A4929FE50	117.136.67.143	11.2.1	iPhone9,1
攻城掠地	7B263142-E4A5-47DF-A938-AEBEE408CCAE	110.52.141.23	12.2	iPhone10,2
攻城掠地	FC8A3438-8C59-4F55-8E79-50058A00D4DD	123.180.59.93	12.3.1	iPhone9,1
攻城掠地	D42728E5-CEDD-4153-84AA-D68B89AFC696	14.120.227.175	12.3.1	iPhone9,2
攻城掠地	5C559FFC-F50C-4FAC-A8ED-8F9654D96A05	122.238.134.238	12.1.1	iPhone9,1
攻城掠地	CFB922D7-3BBD-425C-B852-4D9CF426689F	117.136.4.225	12.3.1	iPhone9,2
攻城掠地	0789DB23-7C95-47E9-8701-82C41C906CEB	112.96.179.103	12.3	iPhone10,1
攻城掠地	9204ED5F-689C-4A5B-BBA6-E964FE00F4EE	36.62.95.94	12.1.4	iPhone11,8
攻城掠地	8B39A985-E316-43AC-8150-23B0A6AFF415	36.57.147.15	12.3.1	iPhone9,1
攻城掠地	F16AF706-FCE4-4CB0-8D4C-855C1DE56C3C	122.5.105.194	12.3.1	iPhone11,2
攻城掠地	709F9BCD-88D6-4346-897E-1D5DA76158C6	125.116.166.140	12.3.1	iPhone11,6
攻城掠地	E73E8C77-181F-44DE-8744-AA6C238F2BFA	114.242.248.243	12.1.3	iPhone9,1
攻城掠地	15AED368-8610-4B57-8115-06F6CACEBE72	183.133.103.213	12.1.4	iPhone9,3
攻城掠地	F942DF12-33A9-4236-B0DF-99663C29CD80	183.209.191.89	12.2	iPhone9,2
攻城掠地	9AFD7134-2A46-4661-8470-296315572E8D	222.86.240.216	12.2	iPhone9,2
攻城掠地	5EAD85E0-9B5F-40F9-80F5-BB7DE64EAFAB	112.224.20.144	12	iPhone10,3
攻城掠地	EFC44A0D-4E43-489E-B1E4-852B7CAF214F	121.206.163.139	12.1.4	iPhone10,3
